Subject Area,BRONZE_TABLE NAME,BRONZE_TABLE_DESCRIPTION,Bronze_Attribute Column Name,Bronze_Attribute Column Physical Name,Bronze_Attribute Column Description,Natural Key Bronze,Is Multi Source,Function,Transformation Logic,Join Column Description,Silver_TABLE NAME,Silver Table Physical Name,Silver Table Description,Silver Attribute Column  Name,Silver Attribute Column Physical Name,Silver Attribute Column Definition,Comments
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",NUM_SITE,NUM_SITE,"NUM_SITE (Site Number) is a unique identifier field that represents a physical or organizational site in healthcare or social service systems. It ensures accurate linkage of cases, recipients, and staff to the correct site, supports compliance reporting, and enables analytics on site-level performance.",,N,,"SELECT DISTINCT
ca.NUM_SITE AS SITE_NUM
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Site Number,SITE_NUM,Site Number – A unique identifier for the physical site or location associated with the certifying agency or organization in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",NAM_CERT_AGENCY,NAM_CERT_AGENCY,NAM_CERT_AGENCY is the text field that stores the full name of the agency that certified a recipient’s eligibility for a program.,,N,,"SELECT DISTINCT
INITCAP(ca.NAM_CERT_AGENCY) AS CERT_AGNCY_NM
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Certification Agency Name,CERT_AGNCY_NM,Certifying Agency Name – The name of the agency responsible for certifying eligibility or services in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",ADR_STREET_1,ADR_STREET_1,ADR_STREET_1 is the primary street address line for the certification agency (the agency responsible for certifying eligibility).,,N,,"SELECT DISTINCT
INITCAP(ca.ADR_STREET_1) AS ADRESS_STR_1
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Adress Street 1,ADRESS_STR_1,Address Line 1 – Stores the street address details for the certifying agency or organization in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",ADR_STREET_2,ADR_STREET_2,ADR_STREET_2 is the secondary street address line for the certification agency (the agency responsible for certifying eligibility).,,N,,"SELECT DISTINCT
INITCAP(ca.ADR_STREET_2) AS ADRESS_STR_2
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Adress Street 2,ADRESS_STR_2,Address Line 2 – Stores the street address details for the certifying agency or organization in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",ADR_STREET_3,ADR_STREET_3,ADR_STREET_3 is the optional third street address line for the certification agency (the agency responsible for certifying eligibility).,,N,,"SELECT DISTINCT
INITCAP(ca.ADR_STREET_3) AS ADRESS_STR_3
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Adress Street 3,ADRESS_STR_3,Address Line 3 – Stores the street address details for the certifying agency or organization in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",ADR_CITY,ADR_CITY,ADR_CITY is the text field that stores the city name of the certification agency’s physical or mailing address.,,N,,"SELECT DISTINCT
INITCAP(ca.ADR_CITY) AS CITY
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",City,CITY,City – The city where the agency or organization is located in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",ADR_STATE,ADR_STATE,ADR_STATE is the text field that stores the state (or province/territory) of the certification agency’s physical or mailing address.,,N,,"SELECT DISTINCT
ca.ADR_STATE AS ST
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",State,ST,State – The state code or abbreviation for the location in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",ADR_ZIP_CODE,ADR_ZIP_CODE,ADR_ZIP_CODE is the numeric/text field that stores the postal code of the certification agency’s physical or mailing address.,,N,,"SELECT DISTINCT
ca.ADR_ZIP_CODE AS ZIP_CD
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Zip_Code,ZIP_CD,ZIP Code – The primary postal code for the address in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",ADR_ZIP_4,ADR_ZIP_4,ADR_ZIP_4 is the field that stores the 4‑digit postal code extension associated with the certification agency’s mailing address.,,N,,"SELECT DISTINCT
ca.ADR_ZIP_4 AS ZIP_4
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Zip_4,ZIP_4,ZIP+4 Code – The extended postal code for more precise delivery in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",CDE_COUNTY,CDE_COUNTY,CDE_COUNTY is the coded field that identifies the county in which the certification agency operates or is responsible for certifying eligibility.,,N,,"SELECT DISTINCT
ca.CDE_COUNTY AS CNTY_CD
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",County Code,CNTY_CD,County Code – Identifies the county associated with the address in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",NUM_PHONE,NUM_PHONE,NUM_PHONE is the field that stores the primary phone number of the certification agency (the agency responsible for certifying eligibility).,,N,,"SELECT DISTINCT
ca.NUM_PHONE AS PHONE_NUM
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Phone Number,PHONE_NUM,Phone Number – The primary phone number for the agency or organization in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",NUM_ADD_PHONE,NUM_ADD_PHONE,NUM_ADD_PHONE is the field that stores an additional (secondary) phone number for the certification agency.,,N,,"SELECT DISTINCT
ca.NUM_ADD_PHONE AS ADDTL_PHONE_NUM
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Additional Phone Number,ADDTL_PHONE_NUM,Additional Phone Number – A secondary phone number for the agency or organization in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",DSC_EMAIL,DSC_EMAIL,DSC_EMAIL is the text field that stores the descriptive email address of the certification agency (the agency responsible for certifying eligibility).,,N,,"SELECT DISTINCT
INITCAP(ca.DSC_EMAIL) AS EMAIL_DESC,
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Email Description,EMAIL_DESC,"Email Description – A descriptive note or label for the email address (e.g., official contact email) in CERTIFICATION AGENCY DETAIL table.",
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",IND_ACTIVE,IND_ACTIVE,IND_ACTIVE is the indicator field that shows if the certification agency is active or inactive.,,N,,"SELECT DISTINCT
ca.IND_ACTIVE AS ACTV_IND
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Active Indicator,ACTV_IND,Active Indicator – Indicates whether the agency or organization record is active in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",CDE_ORG_TYPE,CDE_ORG_TYPE,"CDE_ORG_TYPE is the coded field that identifies the type of organization of the certification agency (e.g., state agency, county office, managed care organization, tribal authority).",,N,,"SELECT DISTINCT
ca.CDE_ORG_TYPE AS ORG_TYP_CD
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Organization Type Code,ORG_TYP_CD,"Organization Type Code – Code representing the type of organization (e.g., STATE_AGENCY, PROVIDER) in CERTIFICATION AGENCY DETAIL table.",
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",DTE_PW_EFF,DTE_PW_EFF,"Pregnant Woman Effective Date (often stored as DTE_PW_EFF) is a date field that records when a pregnant woman’s eligibility certification became effective. It ensures accurate coverage activation, supports compliance reporting, and provides clarity in claims adjudication and maternal health program analytics.",,N,,"SELECT DISTINCT
CAST(CAST(ca.DTE_PW_EFF AS VARCHAR(20)) AS DATE) AS PREG_WOMAN_EFF_DT
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Pregnant Woman Effective Date,PREG_WOMAN_EFF_DT,"Represents the date when the member’s pregnancy-related eligibility or status became effective in the healthcare program or system. This is typically used for determining benefits, coverage, or special services applicable to pregnant women in CERTIFICATION AGENCY DETAIL table.",
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",DTE_PW_END,DTE_PW_END,"Pregnant Woman End Date (often stored as DTE_PW_END) is a date field that records when a pregnant woman’s eligibility certification ends. It ensures accurate coverage termination, supports compliance reporting, and provides clarity in claims adjudication and maternal health program analytics.",,N,,"SELECT DISTINCT
CAST(CAST(ca.DTE_PW_END AS VARCHAR(20)) AS DATE) AS PREG_WOMAN_END_DT
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Pregnant Woman End Date,PREG_WOMAN_END_DT,Pregnant Woman End Date – The date when pregnancy-related eligibility or status ended in CERTIFICATION AGENCY DETAIL table.,
Member,T_RE_CERT_AGENCY,"In Medicaid and other public health programs, certification agencies are government or delegated organizations responsible for verifying a recipient’s eligibility for aid programs. Examples include:State Medicaid agencies, County welfare offices,Local health departments, Third-party eligibility determination contractors",DTE_CH_EFF,DTE_CH_EFF,"Child Effective Date (often stored as DTE_CHILD_EFF) is a date field that records when a child’s eligibility certification became effective. It ensures accurate coverage activation, supports compliance reporting, and provides clarity in claims adjudication and child health program analytics.",,N,,"SELECT DISTINCT
CAST(CAST(ca.DTE_CH_EFF AS VARCHAR(20)) AS DATE) AS CHILD_EFF_DT
FROM oz_dev.bronze_dmes_de.T_RE_CERT_AGENCY ca
JOIN oz_dev.silver_dmes_de.org_fndtn ofn ON ca.CDE_CERT_AGENCY = ofn.SRC_KEY_ID
 AND ofn.CURR_REC_IND = '1'
WHERE ca.CURR_REC_IND = '1'",CDE_CERT_AGENCY:CDE_CERT_AGENCY is a coded field that identifies the agency or organization that certified a recipient’s eligibility for a program.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,CERTIFICATION AGENCY DETAIL,CERT_AGNCY_DTL,"Refers to the specific information about an organization authorized to evaluate and certify healthcare providers, facilities, or programs for compliance with established standards of care, safety, and quality.",Child Effective Date,CHILD_EFF_DT,"Represents the date when child-related eligibility or status for the member became effective in the healthcare program or system. This is typically used for determining benefits, coverage, or special services applicable to children (e.g., CHIP, pediatric programs) in CERTIFICATION AGENCY DETAIL table.",
