mapped_field_id,semantic_field_id,tgt_table_name,tgt_table_physical_name,tgt_column_name,tgt_column_physical_name,tgt_comments,source_expression,source_tables,source_tables_physical,source_columns,source_columns_physical,source_descriptions,source_datatypes,source_domain,source_relationship_type,transformations_applied,confidence_score,mapping_source,ai_reasoning,ai_generated,mapping_status,mapped_by,mapped_ts,updated_by,updated_ts,source_semantic_field
85,4951,MEMBER ENROLLMENT DETAIL,MBR_ENRL_DTL,Member Enrollment Sk,MBR_ENRL_SK,Surrogate key that uniquely identifies a MEMBER ENROLLMENT DETAIL record.,"Join Condition
oz_dev.bronze_dmes_DE.enrollkeys.enrollid = oz_dev.silver_base.mbr_enrl_fndtn.MBR_ENRL_KEY_ID",MBR_ENRL_FNDTN,oz_dev.silver_base.mbr_enrl_fndtn.MBR_ENRL_SK,MBR_ENRL_SK,oz_dev.silver_base.mbr_enrl_fndtn.MBR_ENRL_SK,Surrogate key that uniquely identifies member enrollment key (Lookup) for MEMBER ENROLLMENT DETAIL record from plan foundation,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Surrogate key that uniquely identifies member enrollment key (Lookup) for MEMBER ENROLLMENT DETAIL record from plan foundation | TYPE: VARCHAR(50)
86,4955,MEMBER ENROLLMENT DETAIL,MBR_ENRL_DTL,Enrollment Effective Start Date,ENRL_EFF_BGN_DT,Enrollment Effective Begin Date � The date when the member�s enrollment in a plan becomes active.,TRIM(DTE_EFFECTIVE),T_RE_ELIG,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,The date when the member�s eligibility in a plan becomes active.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: The date when the member�s eligibility in a plan becomes active. | TYPE: VARCHAR(50)
87,4963,MEMBER ENROLLMENT DETAIL,MBR_ENRL_DTL,Member Sk,MBR_SK,Member Surrogate Key � This is reference key from member foundation table.,oz_dev.bronze_dmes_DE.enrollkeys.memid = oz_dev.silver_base.mbr_enrl_fndtn.SRC_KEY_ID,MBR_FNDTN,MBR_SK,mbr_fndtn,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
88,4965,MEMBER ENROLLMENT DETAIL,MBR_ENRL_DTL,Plan Sk,PLAN_SK,Surrogate key that uniquely identifies Plan key for MEMBER ENROLLMENT DETAIL record from plan foundation,oz_dev.bronze_dmes_DE.enrollkeys.planid = oz_dev.silver_base.plan_fndtn.SRC_KEY_ID,PLAN_FNDTN,PLAN_SK,plan_fndtn,PLAN_SK,Surrogate key that uniquely identifies Plan key (Lookup) for MEMBER ENROLLMENT DETAIL record from plan foundation,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Surrogate key that uniquely identifies Plan key (Lookup) for MEMBER ENROLLMENT DETAIL record from plan foundation | TYPE: VARCHAR(50)
89,4971,MEMBER SHARE OF COST,MBR_SOC,Share Of Cost Amount,SOC_AMT,Social Benefit Amount � Represents the monetary amount of social benefits for the specified month.,TRIM(AMT_PATNT_LIAB),T_RE_PAT_LIAB,AMT_PATNT_LIAB,AMT_PATNT_LIAB,AMT_PATNT_LIAB,"AMT_PATNT_LIAB (Amount � Patient Liability) is a financial field in healthcare systems that records the portion of healthcare costs the patient is responsible for paying. It ensures accurate billing, supports claims adjudication, compliance reporting, and provides transparency in patient financial responsibility.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: AMT_PATNT_LIAB (Amount � Patient Liability) is a financial field in healthcare systems that records the portion of healthcare costs the patient is responsible for paying. It ensures accurate billing, supports claims adjudication, compliance reporting, and provides transparency in patient financial responsibility. | TYPE: VARCHAR(50)"
90,4975,MEMBER SHARE OF COST,MBR_SOC,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.silver_dmes_de.MBR_FNDTN.SRC_KEY_ID= oz_dev.bronze_dmes_de.T_RE_PAT_LIAB.SAK_RECIP,MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
91,4983,MEMBER SHARE OF COST,MBR_SOC,Benefit Plan Type Sk,BENE_PLAN_TYP_SK,"Represents the type of benefit plan applicable to a recipient�s liability record (e.g., Medical, Dental, Pharmacy plans).",TRIM(SAK_BENEFIT_PLAN_TYPE),T_RE_PAT_LIAB,SAK_BENEFIT_PLAN_TYPE,SAK_BENEFIT_PLAN_TYPE,SAK_BENEFIT_PLAN_TYPE,"Represents the type of benefit plan applicable to a recipient�s liability record (e.g., Medical, Dental, Pharmacy plans).",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Represents the type of benefit plan applicable to a recipient�s liability record (e.g., Medical, Dental, Pharmacy plans). | TYPE: VARCHAR(50)"
92,4987,MEMBER SHARE OF COST,MBR_SOC,Code Type,CD_TYP,"Code Type � Indicates the category or type of code used for classification (e.g., Reason Code, Status Code).",TRIM(CDE_TYPE),T_RE_PAT_LIAB,CDE_TYPE,CDE_TYPE,CDE_TYPE,"classification field that defines the type of patient liability recorded for a recipient. It ensures standardized reporting, supports claims adjudication, compliance, and financial analytics by distinguishing between liability categories such as copay, deductible, coinsurance, spend?down, or non?covered services.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: classification field that defines the type of patient liability recorded for a recipient. It ensures standardized reporting, supports claims adjudication, compliance, and financial analytics by distinguishing between liability categories such as copay, deductible, coinsurance, spend?down, or non?covered services. | TYPE: VARCHAR(50)"
93,4997,MEMBER SHARE OF COST,MBR_SOC,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_RE_PAT_LIAB,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,"DTE_EFFECTIVE is the effective date field that records when a member�s record, eligibility, coverage, or demographic change takes effect.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: DTE_EFFECTIVE is the effective date field that records when a member�s record, eligibility, coverage, or demographic change takes effect. | TYPE: VARCHAR(50)"
94,5013,MEMBER SHARE OF COST,MBR_SOC,Source Termination Date,SRC_TRMNT_DT,Source Termination Date � The date when the record was terminated in the source system.,TRIM(DTE_END),T_RE_PAT_LIAB,DTE_END,DTE_END,DTE_END,DTE_END is the date field that records when a member�s liablibty record change take effect.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_END is the date field that records when a member�s liablibty record change take effect. | TYPE: VARCHAR(50)
95,5633,MANAGED CARE AID GROUP,MNGD_CARE_AID_GRP,Source Termination Date,SRC_TRMNT_DT,Represents the date when the record was terminated in the source system.,TRIM(DTE_END),T_MC_AID_GRP,DTE_END,DTE_END,DTE_END,DTE_END is the date field that records when a Medicaid and Medicare managed care program change ends (expires).,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_END is the date field that records when a Medicaid and Medicare managed care program change ends (expires). | TYPE: VARCHAR(50)
96,5635,MANAGED CARE AID GROUP,MNGD_CARE_AID_GRP,Managed Care Aid Group Number,MNGD_CARE_AID_GRP_NUM,Managed Care Aid Group Number � Numeric identifier for a managed care aid group.,TRIM(SAK_MC_AID_GRP),T_MC_AID_GRP,SAK_MC_AID_GRP,SAK_MC_AID_GRP,SAK_MC_AID_GRP,SAK_MC_AID_GRP is the surrogate key field that uniquely identifies each Managed Care Aid Group record in the table.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: SAK_MC_AID_GRP is the surrogate key field that uniquely identifies each Managed Care Aid Group record in the table. | TYPE: VARCHAR(50)
97,5643,MANAGED CARE AID GROUP,MNGD_CARE_AID_GRP,Managed Care Aid Group Code,MNGD_CARE_AID_GRP_CD,Managed Care Aid Group Code � Code representing the managed care aid group category.,TRIM(CDE_MC_AID_GRP),T_MC_AID_GRP,CDE_MC_AID_GRP,CDE_MC_AID_GRP,CDE_MC_AID_GRP,CDE_MC_AID_GRP is the coded field that identifies each Managed Care Aid Group in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_MC_AID_GRP is the coded field that identifies each Managed Care Aid Group in the system. | TYPE: VARCHAR(50)
98,5645,MANAGED CARE AID GROUP,MNGD_CARE_AID_GRP,Managed Care Aid Group Description,MNGD_CARE_AID_GRP_DESC,Managed Care Aid Group Description � Text description of the managed care aid group.,TRIM(DSC_MC_AID_GROUP),T_MC_AID_GRP,DSC_MC_AID_GROUP,DSC_MC_AID_GROUP,DSC_MC_AID_GROUP,DSC_MC_AID_GROUP is the descriptive text field that stores the narrative description of a managed care aid group.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DSC_MC_AID_GROUP is the descriptive text field that stores the narrative description of a managed care aid group. | TYPE: VARCHAR(50)
99,5651,MANAGED CARE AID GROUP,MNGD_CARE_AID_GRP,Plan Sk,PLAN_SK,Surrogate key that uniquely identifies a MANAGED CARE AID GROUP record.,"oz_dev.bronze_dmes_de.T_MC_AID_GRP.SAK_PUB_HLTH = oz_dev.bronze_dmes_de.t_pub_hlth_pgm.SAK_PUB_HLTH
join oz_dev.silver_dmes_de.plan_fndtn.SRC_KEY_ID=oz_dev.bronze_dmes_de.t_pub_hlth_pgm.CDE_PGM_HEALTH
where oz_dev.bronze_dmes_de.T_MC_AID_GRP.CURR_REC_IND='1' and oz_dev.bronze_dmes_de.t_pub_hlth_pgm.CURR_REC_IND='1' and oz_dev.silver_dmes_de.plan_fndtn.CURR_REC_IND='1'",PLAN_FNDTN,PLAN_SK,PLAN_SK,PLAN_SK,Surrogate key that uniquely identifies a MANAGED CARE AID GROUP record.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Surrogate key that uniquely identifies a MANAGED CARE AID GROUP record. | TYPE: VARCHAR(50)
100,5653,MANAGED CARE AID GROUP,MNGD_CARE_AID_GRP,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_MC_AID_GRP,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a Medicaid and Medicare managed care program record become active.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_EFFECTIVE is the date field that records when a Medicaid and Medicare managed care program record become active. | TYPE: VARCHAR(50)
101,5893,MANAGED CARE AID GROUP REFERENCE,MNGD_CARE_AID_GRP_REF,Aid Code Sk,AID_CD_SK,Surrogate key that uniquely identifies a MANAGED CARE AID GROUP REFERENCE record.,"oz_dev.bronze_dmes_de.T_MC_AID_GRP_XREF.SAK_MC_AID_GRP = oz_dev.silver_dmes_de.MNGD_CARE_AID_GRP.MNGD_CARE_AID_GRP_NUM 
JOIN oz_dev.bronze_dmes_de.t_cde_aid.SAK_CDE_AID = oz_dev.bronze_dmes_de.T_MC_AID_GRP_XREF.SAK_CDE_AID
JOIN oz_dev.bronze_dmes_de.t_cde_aid.CDE_AID_CATEGORY = oz_dev.silver_dmes_de.aid_cd.AID_CAT_CD
WHERE oz_dev.bronze_dmes_de.T_MC_AID_GRP_XREF.CURR_REC_IND='1' and oz_dev.silver_dmes_de.MNGD_CARE_AID_GRP.CURR_REC_IND='1'",AID_CD,AID_CD_SK,Aid Code Sk,AID_CD_SK,Surrogate key that uniquely identifies a MANAGED CARE AID GROUP REFERENCE record.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Surrogate key that uniquely identifies a MANAGED CARE AID GROUP REFERENCE record. | TYPE: VARCHAR(50)
102,5895,MANAGED CARE AID GROUP REFERENCE,MNGD_CARE_AID_GRP_REF,Source Termination Date,SRC_TRMNT_DT,Represents the date when the record was terminated in the source system.,TRIM(DTE_END),T_MC_AID_GRP_XREF,DTE_END,DTE_END,DTE_END,DTE_END is the date field that records when a managed care aid group record change ends (expires).,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_END is the date field that records when a managed care aid group record change ends (expires). | TYPE: VARCHAR(50)
103,5897,MANAGED CARE AID GROUP REFERENCE,MNGD_CARE_AID_GRP_REF,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_MC_AID_GRP_XREF,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a managed care aid group record become active.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_EFFECTIVE is the date field that records when a managed care aid group record become active. | TYPE: VARCHAR(50)
104,6635,CASE MEMBER,CASE_MBR,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.bronze_dmes_de.t_re_case_xref.SAK_RECIP = oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID,MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
105,6641,CASE MEMBER,CASE_MBR,Case Sk,CASE_SK,Surrogate key that uniquely identifies a CASE MEMBER record.,"SELECT DISTINCT
    sc.CASE_SK from oz_dev.bronze_dmes_de.t_re_case_xref cx
join oz_dev.bronze_dmes_de.t_re_case c on cx.SAK_CASE = c.SAK_CASE
join oz_dev.silver_dmes_de.case sc on c.num_case = sc.case_num",CASE,case_num,case_num,case_num,"CASE_NUM (Case Number) is a unique identifier field that represents a recipient�s program case in healthcare or social service systems. It ensures accurate enrollment, supports claims adjudication, compliance reporting, and provides an audit trail for household and program case management.",VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: CASE_NUM (Case Number) is a unique identifier field that represents a recipient�s program case in healthcare or social service systems. It ensures accurate enrollment, supports claims adjudication, compliance reporting, and provides an audit trail for household and program case management. | TYPE: VARCHAR(50)"
106,6653,CASE MEMBER,CASE_MBR,Certification Date,CERT_DT,Certification Date � The date when eligibility or case certification was completed.,TRIM(DTE_CERT),T_RE_CASE_XREF,DTE_CERT,DTE_CERT,DTE_CERT,DTE_CERT is the date field that records when a certification (usually eligibility certification or recertification) was issued or approved for a recipient�s case.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_CERT is the date field that records when a certification (usually eligibility certification or recertification) was issued or approved for a recipient�s case. | TYPE: VARCHAR(50)
107,6775,MEMBER HIB,MBR_HIB,Medicare Id,MC_ID,Managed Care ID � Identifier for the managed care program or plan associated with the member.,TRIM(ID_MEDICARE),T_RE_HIB,ID_MEDICARE,ID_MEDICARE,ID_MEDICARE,ID_MEDICARE is the unique identifier field that stores a member�s Medicare ID number in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: ID_MEDICARE is the unique identifier field that stores a member�s Medicare ID number in the system. | TYPE: VARCHAR(50)
108,6785,MEMBER HIB,MBR_HIB,Source Indicator,SRC_IND,"Source Indicator � Indicates the origin or source of the record (e.g., primary system, secondary feed).",TRIM(IND_SOURCE),T_RE_HIB,IND_SOURCE,IND_SOURCE,IND_SOURCE,"Source Indicator � Indicates the origin or source of the record (e.g., primary system, secondary feed).",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Source Indicator � Indicates the origin or source of the record (e.g., primary system, secondary feed). | TYPE: VARCHAR(50)"
109,6787,MEMBER HIB,MBR_HIB,Id Type Code,ID_TYP_CD,"Identifier Type Code � Code representing the type of identifier (e.g., SSN, Medicaid ID, Medicare ID).",TRIM(CDE_ID_TYPE),T_RE_HIB,CDE_ID_TYPE,CDE_ID_TYPE,CDE_ID_TYPE,"Identifier Type Code � Code representing the type of identifier (e.g., SSN, Medicaid ID, Medicare ID).",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Identifier Type Code � Code representing the type of identifier (e.g., SSN, Medicaid ID, Medicare ID). | TYPE: VARCHAR(50)"
110,6799,MEMBER HIB,MBR_HIB,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID =  oz_dev.bronze_dmes_de.t_re_base.ID_MEDICAID and oz_dev.silver_dmes_de.mbr_fndtn..CURR_REC_IND='1',MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,SINGLE,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
111,6801,MEMBER HIB,MBR_HIB,Source End Date,SRC_END_DT,"Source End Date � The date when the record ended in the source system, as provided by the upstream data feed.",TRIM(DTE_INACTIVE),T_RE_HIB,DTE_INACTIVE,DTE_INACTIVE,DTE_INACTIVE,"DTE_INACTIVE is the date field that records when a record, member, or program participation was set to inactive status.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: DTE_INACTIVE is the date field that records when a record, member, or program participation was set to inactive status. | TYPE: VARCHAR(50)"
112,6803,MEMBER HIB,MBR_HIB,Temporary Ssn,TEMP_SSN,Temporary Social Security Number � A placeholder SSN used when the actual SSN is not available.,TRIM(ID_PSEUDO_SSA),T_RE_HIB,ID_PSEUDO_SSA,ID_PSEUDO_SSA,ID_PSEUDO_SSA,ID_PSEUDO_SSA is the field that stores a pseudo or system?generated identifier used in place of a member�s actual SSA/SSN number.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: ID_PSEUDO_SSA is the field that stores a pseudo or system?generated identifier used in place of a member�s actual SSA/SSN number. | TYPE: VARCHAR(50)
113,6807,MEMBER HIB,MBR_HIB,Hib Sequence Number,HIB_SEQ_NUM,HIB Sequence Number � Sequence number for Haemophilus Influenzae type B (HIB) immunization or related record.,TRIM(SAK_SHORT_HIB),T_RE_HIB,SAK_SHORT_HIB,SAK_SHORT_HIB,SAK_SHORT_HIB,SAK_SHORT_HIB is the surrogate key field that uniquely identifies a �short� Health Insurance Benefit record in the table.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: SAK_SHORT_HIB is the surrogate key field that uniquely identifies a �short� Health Insurance Benefit record in the table. | TYPE: VARCHAR(50)
114,6811,MEMBER HIB,MBR_HIB,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_RE_HIB,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a member HIB record become active.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_EFFECTIVE is the date field that records when a member HIB record become active. | TYPE: VARCHAR(50)
115,6813,MEMBER HIB,MBR_HIB,Rrb Indicator,RRB_IND,Railroad Retirement Board Indicator � Indicates if the member is associated with the Railroad Retirement Board benefits.,TRIM(IND_RRB),T_RE_HIB,IND_RRB,IND_RRB,IND_RRB,Railroad Retirement Board Indicator � Indicates if the member is associated with the Railroad Retirement Board benefits.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Railroad Retirement Board Indicator � Indicates if the member is associated with the Railroad Retirement Board benefits. | TYPE: VARCHAR(50)
116,6817,MEMBER HIB,MBR_HIB,Active Indicator,ACTV_IND,Active Indicator � Indicates whether the record is currently active.,TRIM(IND_ACTIVE),T_RE_HIB,IND_ACTIVE,IND_ACTIVE,IND_ACTIVE,Active Indicator � Indicates whether the record is currently active.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Active Indicator � Indicates whether the record is currently active. | TYPE: VARCHAR(50)
117,6825,MEMBER NAME CHANGE HISTORY,MBR_NM_CHG_HIST,Last Update Date,LAST_UPD_DT,Date time when record is updated,TRIM(DTE_LAST_CHANGE),T_RE_NAME_XREF,DTE_LAST_CHANGE,DTE_LAST_CHANGE,DTE_LAST_CHANGE,DTE_LAST_CHANGE is the date field that records the most recent change or update to a member�s record in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_LAST_CHANGE is the date field that records the most recent change or update to a member�s record in the system. | TYPE: VARCHAR(50)
118,6833,MEMBER NAME CHANGE HISTORY,MBR_NM_CHG_HIST,Middle Initial Name,MDL_INIT_NM,Middle Initial Name � Stores the member�s middle initial (one or two characters) for identification and display purposes.,TRIM(NAM_MID_INIT),T_RE_NAME_XREF,NAM_MID_INIT,NAM_MID_INIT,NAM_MID_INIT,"NAM_MID_INIT (Middle Initial) in member change history is a demographic field that records the member�s middle initial and tracks changes over time. It ensures accurate identification, supports claims adjudication, compliance reporting, and provides an audit trail for demographic updates.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: NAM_MID_INIT (Middle Initial) in member change history is a demographic field that records the member�s middle initial and tracks changes over time. It ensures accurate identification, supports claims adjudication, compliance reporting, and provides an audit trail for demographic updates. | TYPE: VARCHAR(50)"
119,6835,MEMBER NAME CHANGE HISTORY,MBR_NM_CHG_HIST,First Name,FIRST_NM,First Name � The member�s given nam for member,TRIM(NAM_FIRST),T_RE_NAME_XREF,NAM_FIRST,NAM_FIRST,NAM_FIRST,"NAM_FIRST (First Name) in member change history is a demographic field that records the member�sfirst name and tracks changes over time. It ensures accurate identification, supports claims adjudication, compliance reporting, and provides an audit trail for demographic updates.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: NAM_FIRST (First Name) in member change history is a demographic field that records the member�sfirst name and tracks changes over time. It ensures accurate identification, supports claims adjudication, compliance reporting, and provides an audit trail for demographic updates. | TYPE: VARCHAR(50)"
120,6841,MEMBER NAME CHANGE HISTORY,MBR_NM_CHG_HIST,Suffix Name,SFX_NM,"Suffix Name � Represents the name suffix for the member (e.g., Jr, Sr, III).",TRIM(NAM_SUFFIX),T_RE_NAME_XREF,NAM_SUFFIX,NAM_SUFFIX,NAM_SUFFIX,"NAM_SUFFIX (Name Suffix) in member change history is a demographic field that records the suffix portion of a member�s name and tracks changes over time. It ensures accurate identification, supports claims adjudication, compliance reporting, and provides an audit trail for demographic updates.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: NAM_SUFFIX (Name Suffix) in member change history is a demographic field that records the suffix portion of a member�s name and tracks changes over time. It ensures accurate identification, supports claims adjudication, compliance reporting, and provides an audit trail for demographic updates. | TYPE: VARCHAR(50)"
121,6845,MEMBER NAME CHANGE HISTORY,MBR_NM_CHG_HIST,Name Sequence,NM_SEQ,"Name Sequence � Numeric value used to maintain the order of multiple names for a member (e.g., legal name, alias).",TRIM(SAK_SHORT_NAME),T_RE_NAME_XREF,SAK_SHORT_NAME,SAK_SHORT_NAME,SAK_SHORT_NAME,SAK_SHORT_NAME is a field that stores the abbreviated or short name of a state assistance program or entity associated with a recipient or eligibility record.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: SAK_SHORT_NAME is a field that stores the abbreviated or short name of a state assistance program or entity associated with a recipient or eligibility record. | TYPE: VARCHAR(50)
122,6847,MEMBER NAME CHANGE HISTORY,MBR_NM_CHG_HIST,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID = oz_dev.bronze_dmes_de.t_re_name_xref .SAK_RECIP AND oz_dev.bronze_dmes_de.t_re_name_xref.CURR_REC_IND='1',MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
